IP_src,	IP_drc,dst_port
192.168.58.1,192.168.58.129,4444IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.1,192.168.58.129,4444IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.1,192.168.58.129,4444IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
192.168.58.129,192.168.58.1,57087IP_src,	IP_drc,dst_port
